Opportunity Number,Supplies Subgroup,Supplies Group,Opportunity Result,Sales Stage Change Count,Total Days Identified Through Closing,Total Days Identified Through Qualified,Opportunity Amount USD,Client Size By Revenue,Client Size By Employee Count,Revenue From Client Past Two Years,Competitor Type,Deal Size Category,Lat,Lon,Country_Code,Country
6978105,Garage & Car Care,Car Accessories,Loss,2,24,24,25000,1,1,0,Unknown,3,-7.536764,-57.304687,2,Brasil
6978106,Garage & Car Care,Car Accessories,Loss,2,24,24,25000,1,1,0,Unknown,3,-23.079732,-48.867188,2,Brasil
6978135,Exterior Accessories,Car Accessories,Loss,2,7,7,50000,4,1,0,Unknown,4,-7.536764,-57.304687,2,Brasil
6978166,Exterior Accessories,Car Accessories,Loss,2,67,67,50000,1,1,0,Unknown,4,-7.536764,-57.304687,2,Brasil
6978404,Replacement Parts,Car Accessories,Loss,3,12,12,200000,1,1,0,Unknown,5,-11.005904,-47.109375,2,Brasil
6978425,Towing & Hitches,Car Accessories,Loss,2,20,20,216867,2,2,3,Known,5,-23.079732,-48.867188,2,Brasil
6978451,Shelters & RV,Performance & Non-auto,Loss,2,9,9,30000,1,1,0,None,3,-11.005904,-47.109375,2,Brasil
6978486,Garage & Car Care,Car Accessories,Loss,2,6,6,2558,1,1,0,Known,1,-7.536764,-57.304687,2,Brasil
6978543,Motorcycle Parts,Performance & Non-auto,Loss,3,10,10,110000,1,5,0,Unknown,5,-7.536764,-57.304687,2,Brasil
6978558,Replacement Parts,Car Accessories,Loss,3,5,5,6578,2,3,0,Unknown,1,-23.079732,-48.867188,2,Brasil
6978597,Batteries & Accessories,Car Accessories,Won,6,12,11,250000,5,1,4,Unknown,6,-11.005904,-47.109375,2,Brasil
6978764,Exterior Accessories,Car Accessories,Loss,2,11,11,200000,5,5,0,Unknown,5,-23.079732,-48.867188,2,Brasil
6978842,Motorcycle Parts,Performance & Non-auto,Won,2,9,9,232558,5,1,3,Known,5,-7.536764,-57.304687,2,Brasil
6981899,Garage & Car Care,Car Accessories,Loss,2,1,1,32894,1,1,0,Unknown,3,-11.005904,-47.109375,2,Brasil
6981919,Batteries & Accessories,Car Accessories,Loss,3,41,41,290697,2,1,0,Known,6,-7.536764,-57.304687,2,Brasil
6981928,Batteries & Accessories,Car Accessories,Loss,2,36,36,46511,1,2,0,Unknown,3,-23.079732,-48.867188,2,Brasil
6981967,Garage & Car Care,Car Accessories,Won,2,2,2,17105,4,1,0,Unknown,2,-23.079732,-48.867188,2,Brasil
6982019,Exterior Accessories,Car Accessories,Loss,2,10,10,6024,1,1,0,Unknown,1,-23.079732,-48.867188,2,Brasil
6982258,Towing & Hitches,Car Accessories,Loss,2,18,18,150000,5,5,0,Unknown,5,-7.536764,-57.304687,2,Brasil
6986060,Garage & Car Care,Car Accessories,Loss,2,7,7,11842,1,1,0,Unknown,2,-23.079732,-48.867188,2,Brasil
6986609,Towing & Hitches,Car Accessories,Won,4,28,28,200000,1,1,2,Known,5,-7.536764,-57.304687,2,Brasil
6987021,Garage & Car Care,Car Accessories,Won,3,2,1,30000,5,1,0,Known,3,-11.005904,-47.109375,2,Brasil
6987038,Exterior Accessories,Car Accessories,Won,2,0,0,1494,1,2,1,None,1,-7.536764,-57.304687,2,Brasil
6987522,Motorcycle Parts,Performance & Non-auto,Loss,2,6,6,2061,2,1,0,None,1,-23.079732,-48.867188,2,Brasil
6990600,Exterior Accessories,Car Accessories,Won,3,3,3,157894,1,1,2,Unknown,5,-23.079732,-48.867188,2,Brasil
6990606,Garage & Car Care,Car Accessories,Won,2,7,7,105263,1,5,0,Unknown,5,-11.005904,-47.109375,2,Brasil
6990940,Replacement Parts,Car Accessories,Loss,3,0,0,5813,5,4,0,Unknown,1,-7.536764,-57.304687,2,Brasil
6991657,Batteries & Accessories,Car Accessories,Loss,2,18,18,1000000,1,3,4,Known,7,-23.079732,-48.867188,2,Brasil
6994724,Exterior Accessories,Car Accessories,Won,3,20,0,34883,1,1,0,Unknown,3,-11.005904,-47.109375,2,Brasil
6994834,Batteries & Accessories,Car Accessories,Loss,5,50,29,301204,1,3,0,None,6,-23.079732,-48.867188,2,Brasil
6995305,Motorcycle Parts,Performance & Non-auto,Loss,2,35,35,120000,1,4,0,Unknown,5,-23.079732,-48.867188,2,Brasil
6995582,Replacement Parts,Car Accessories,Loss,2,36,36,110000,1,2,0,Unknown,5,-7.536764,-57.304687,2,Brasil
6995597,Exterior Accessories,Car Accessories,Loss,2,6,6,100000,1,1,4,Unknown,5,-7.536764,-57.304687,2,Brasil
6996008,Motorcycle Parts,Performance & Non-auto,Loss,2,2,2,0,1,3,0,Unknown,1,-23.079732,-48.867188,2,Brasil
6999276,Shelters & RV,Performance & Non-auto,Won,3,17,17,34868,2,1,0,Unknown,3,-11.005904,-47.109375,2,Brasil
6999338,Garage & Car Care,Car Accessories,Loss,2,9,9,15200,1,1,0,Unknown,2,-11.005904,-47.109375,2,Brasil
7002919,Exterior Accessories,Car Accessories,Loss,2,32,32,12048,1,5,0,Unknown,2,-23.079732,-48.867188,2,Brasil
7003074,Exterior Accessories,Car Accessories,Loss,3,20,20,3614,2,2,0,Unknown,1,-23.079732,-48.867188,2,Brasil
7003088,Garage & Car Care,Car Accessories,Loss,1,0,0,10000,3,1,0,Unknown,2,-11.005904,-47.109375,2,Brasil
7007070,Exterior Accessories,Car Accessories,Loss,2,19,19,3614,1,1,0,Unknown,1,-23.079732,-48.867188,2,Brasil
7007325,Motorcycle Parts,Performance & Non-auto,Loss,2,22,22,30000,1,1,0,Unknown,3,-11.005904,-47.109375,2,Brasil
7007463,Motorcycle Parts,Performance & Non-auto,Loss,2,33,33,58139,1,5,0,Unknown,4,-7.536764,-57.304687,2,Brasil
7007514,Interior Accessories,Car Accessories,Loss,3,36,36,65789,4,4,4,Unknown,4,-11.005904,-47.109375,2,Brasil
7007521,Garage & Car Care,Car Accessories,Loss,2,16,16,131578,4,4,0,Unknown,5,-7.536764,-57.304687,2,Brasil
7007559,Interior Accessories,Car Accessories,Loss,2,5,5,100000,1,1,0,Known,5,-11.005904,-47.109375,2,Brasil
7008116,Replacement Parts,Car Accessories,Loss,3,20,20,450000,1,3,0,Known,6,-11.005904,-47.109375,2,Brasil
7011210,Exterior Accessories,Car Accessories,Loss,4,36,1,6100,1,3,0,Unknown,1,-7.536764,-57.304687,2,Brasil
7011227,Replacement Parts,Car Accessories,Won,3,7,7,15000,1,1,0,Unknown,2,-7.536764,-57.304687,2,Brasil
7011243,Garage & Car Care,Car Accessories,Loss,3,38,38,17763,1,2,0,Unknown,2,-7.536764,-57.304687,2,Brasil
7011257,Batteries & Accessories,Car Accessories,Loss,2,40,40,93023,1,1,0,Unknown,4,-7.536764,-57.304687,2,Brasil
7011282,Exterior Accessories,Car Accessories,Loss,2,35,35,6578,1,1,0,Unknown,1,-7.536764,-57.304687,2,Brasil
7011315,Batteries & Accessories,Car Accessories,Won,2,11,11,580157,5,1,4,Unknown,7,-11.005904,-47.109375,2,Brasil
7011357,Towing & Hitches,Car Accessories,Loss,3,9,9,80100,1,5,0,Unknown,4,-7.536764,-57.304687,2,Brasil
7011461,Shelters & RV,Performance & Non-auto,Loss,2,32,32,11627,4,3,2,Unknown,2,-11.005904,-47.109375,2,Brasil
7012003,Towing & Hitches,Car Accessories,Loss,2,34,34,300000,5,1,0,Unknown,6,-23.079732,-48.867188,2,Brasil
7012239,Batteries & Accessories,Car Accessories,Loss,3,17,17,105000,4,3,3,Known,5,-23.079732,-48.867188,2,Brasil
7016133,Exterior Accessories,Car Accessories,Loss,2,4,4,180722,4,1,0,Unknown,5,-23.079732,-48.867188,2,Brasil
7016160,Exterior Accessories,Car Accessories,Won,3,1,0,47741,3,1,0,Unknown,3,-23.079732,-48.867188,2,Brasil
7016475,Batteries & Accessories,Car Accessories,Loss,2,3,3,150000,5,4,2,Unknown,5,-11.005904,-47.109375,2,Brasil
7016539,Exterior Accessories,Car Accessories,Loss,2,2,2,120481,1,1,0,Known,5,-23.079732,-48.867188,2,Brasil
7016786,Motorcycle Parts,Performance & Non-auto,Loss,2,18,18,174418,1,3,0,Unknown,5,-11.005904,-47.109375,2,Brasil
7016916,Shelters & RV,Performance & Non-auto,Won,6,7,6,25000,3,3,0,Known,3,-23.079732,-48.867188,2,Brasil
7017235,Motorcycle Parts,Performance & Non-auto,Won,2,3,3,907,3,2,0,Unknown,1,-11.005904,-47.109375,2,Brasil
7017348,Performance Parts,Performance & Non-auto,Loss,3,39,39,100131,1,1,0,Known,5,-7.536764,-57.304687,2,Brasil
7017460,Interior Accessories,Car Accessories,Loss,4,17,17,151162,4,3,0,None,5,-7.536764,-57.304687,2,Brasil
7017464,Exterior Accessories,Car Accessories,Loss,8,15,15,26315,2,1,0,Known,3,-7.536764,-57.304687,2,Brasil
7020230,Motorcycle Parts,Performance & Non-auto,Loss,7,56,52,35526,4,1,0,Unknown,3,-23.079732,-48.867188,2,Brasil
7020330,Garage & Car Care,Car Accessories,Loss,2,23,23,22750,1,1,0,Unknown,2,-7.536764,-57.304687,2,Brasil
7020409,Garage & Car Care,Car Accessories,Loss,2,2,2,6592,4,3,1,Unknown,1,-7.536764,-57.304687,2,Brasil
7021115,Interior Accessories,Car Accessories,Loss,3,1,1,52325,3,3,0,None,4,-7.536764,-57.304687,2,Brasil
7021335,Batteries & Accessories,Car Accessories,Won,3,1,1,37000,1,1,0,Unknown,3,-23.079732,-48.867188,2,Brasil
7023805,Exterior Accessories,Car Accessories,Loss,2,5,5,120481,2,1,0,Unknown,5,-11.005904,-47.109375,2,Brasil
7024196,Shelters & RV,Performance & Non-auto,Loss,2,35,35,0,4,5,0,Unknown,1,-7.536764,-57.304687,2,Brasil
7024225,Shelters & RV,Performance & Non-auto,Loss,2,22,22,50000,4,2,0,Unknown,4,-23.079732,-48.867188,2,Brasil
7024271,Motorcycle Parts,Performance & Non-auto,Loss,2,6,6,5813,3,5,0,Unknown,1,-23.079732,-48.867188,2,Brasil
7025044,Shelters & RV,Performance & Non-auto,Loss,3,42,42,250000,5,3,0,Unknown,6,-11.005904,-47.109375,2,Brasil
7027913,Replacement Parts,Car Accessories,Loss,3,19,19,24096,5,1,0,Unknown,2,-7.536764,-57.304687,2,Brasil
7028216,Motorcycle Parts,Performance & Non-auto,Loss,2,17,17,50000,1,1,0,Unknown,4,-23.079732,-48.867188,2,Brasil
7028246,Motorcycle Parts,Performance & Non-auto,Loss,2,45,45,100000,1,1,0,Unknown,5,-23.079732,-48.867188,2,Brasil
7028846,Exterior Accessories,Car Accessories,Won,2,62,62,34883,1,1,0,Known,3,-7.536764,-57.304687,2,Brasil
7029146,Exterior Accessories,Car Accessories,Loss,2,5,5,45000,1,2,0,Unknown,3,-11.005904,-47.109375,2,Brasil
7029212,Replacement Parts,Car Accessories,Loss,3,2,2,200000,5,5,0,Unknown,5,-23.079732,-48.867188,2,Brasil
7029325,Exterior Accessories,Car Accessories,Loss,3,20,20,46052,4,4,0,Unknown,3,-7.536764,-57.304687,2,Brasil
7032900,Replacement Parts,Car Accessories,Won,2,14,14,20000,1,1,0,Unknown,2,-7.536764,-57.304687,2,Brasil
7032908,Motorcycle Parts,Performance & Non-auto,Loss,2,27,27,50000,1,1,0,Unknown,4,-7.536764,-57.304687,2,Brasil
7033168,Exterior Accessories,Car Accessories,Won,3,9,9,400000,3,4,3,Unknown,6,-11.005904,-47.109375,2,Brasil
7033396,Shelters & RV,Performance & Non-auto,Loss,3,19,19,450000,5,5,0,Known,6,-23.079732,-48.867188,2,Brasil
7033520,Performance Parts,Performance & Non-auto,Loss,2,20,20,600000,5,5,0,Known,7,-7.536764,-57.304687,2,Brasil
7037823,Motorcycle Parts,Performance & Non-auto,Won,3,4,4,9552,4,3,0,Unknown,1,-11.005904,-47.109375,2,Brasil
7038040,Exterior Accessories,Car Accessories,Loss,2,19,19,500000,1,1,0,Known,7,-7.536764,-57.304687,2,Brasil
7038041,Batteries & Accessories,Car Accessories,Loss,2,6,6,150000,1,3,0,Unknown,5,-11.005904,-47.109375,2,Brasil
7038049,Exterior Accessories,Car Accessories,Loss,3,5,5,200000,1,3,0,Unknown,5,-23.079732,-48.867188,2,Brasil
7038050,Shelters & RV,Performance & Non-auto,Loss,2,5,5,200000,1,3,0,Unknown,5,-11.005904,-47.109375,2,Brasil
7038063,Exterior Accessories,Car Accessories,Loss,5,4,2,24096,5,4,2,Known,2,-11.005904,-47.109375,2,Brasil
7038140,Motorcycle Parts,Performance & Non-auto,Loss,2,21,21,20000,3,2,0,None,2,-23.079732,-48.867188,2,Brasil
7038362,Interior Accessories,Car Accessories,Loss,3,3,3,60240,1,3,0,Known,4,-7.536764,-57.304687,2,Brasil
7038385,Replacement Parts,Car Accessories,Loss,4,13,13,90000,1,1,0,Unknown,4,-23.079732,-48.867188,2,Brasil
7038895,Garage & Car Care,Car Accessories,Loss,2,6,6,17186,1,1,0,Unknown,2,-7.536764,-57.304687,2,Brasil
7039049,Batteries & Accessories,Car Accessories,Won,3,7,7,51000,1,1,0,Unknown,4,-23.079732,-48.867188,2,Brasil
7039154,Motorcycle Parts,Performance & Non-auto,Loss,4,15,15,180000,1,5,0,Unknown,5,-11.005904,-47.109375,2,Brasil
7042028,Garage & Car Care,Car Accessories,Loss,3,20,20,100000,1,1,0,Known,5,-23.079732,-48.867188,2,Brasil
7042696,Replacement Parts,Car Accessories,Loss,3,22,22,52631,4,4,0,None,4,-11.005904,-47.109375,2,Brasil
7042752,Shelters & RV,Performance & Non-auto,Won,2,0,0,20000,1,1,0,Known,2,-7.536764,-57.304687,2,Brasil
7043320,Interior Accessories,Car Accessories,Loss,2,22,22,50000,1,1,0,Unknown,4,-23.079732,-48.867188,2,Brasil
7046925,Shelters & RV,Performance & Non-auto,Loss,2,14,14,500000,1,1,0,Known,7,-11.005904,-47.109375,2,Brasil
7046963,Motorcycle Parts,Performance & Non-auto,Loss,2,45,45,200000,5,2,0,Known,5,-23.079732,-48.867188,2,Brasil
7050775,Motorcycle Parts,Performance & Non-auto,Loss,2,31,31,17441,1,1,0,Unknown,2,-11.005904,-47.109375,2,Brasil
7050777,Motorcycle Parts,Performance & Non-auto,Loss,5,48,48,58139,1,5,0,Unknown,4,-23.079732,-48.867188,2,Brasil
7051274,Shelters & RV,Performance & Non-auto,Loss,3,21,21,290697,1,3,0,Unknown,6,-11.005904,-47.109375,2,Brasil
7051422,Batteries & Accessories,Car Accessories,Loss,4,34,34,200000,1,1,0,Unknown,5,-23.079732,-48.867188,2,Brasil
7051688,Replacement Parts,Car Accessories,Won,3,2,0,140083,5,1,3,Known,5,-23.079732,-48.867188,2,Brasil
7051799,Towing & Hitches,Car Accessories,Loss,3,15,15,93023,1,1,0,Unknown,4,-23.079732,-48.867188,2,Brasil
7055270,Replacement Parts,Car Accessories,Won,4,2,2,40000,1,3,0,Known,3,-11.005904,-47.109375,2,Brasil
7055416,Replacement Parts,Car Accessories,Loss,2,6,6,0,5,2,0,Unknown,1,-11.005904,-47.109375,2,Brasil
7055499,Exterior Accessories,Car Accessories,Loss,2,46,46,23255,3,1,0,Unknown,2,-7.536764,-57.304687,2,Brasil
7055514,Garage & Car Care,Car Accessories,Loss,3,82,82,232558,1,1,0,Unknown,5,-23.079732,-48.867188,2,Brasil
7058331,Motorcycle Parts,Performance & Non-auto,Loss,6,24,24,100000,1,1,0,Unknown,5,-23.079732,-48.867188,2,Brasil
7058352,Motorcycle Parts,Performance & Non-auto,Won,5,23,4,175722,1,1,0,Unknown,5,-7.536764,-57.304687,2,Brasil
7058376,Motorcycle Parts,Performance & Non-auto,Loss,2,25,25,29069,1,1,0,Unknown,3,-23.079732,-48.867188,2,Brasil
7058596,Batteries & Accessories,Car Accessories,Loss,2,18,18,13157,4,1,0,Unknown,2,-7.536764,-57.304687,2,Brasil
7058737,Towing & Hitches,Car Accessories,Loss,5,33,33,93023,1,1,0,Unknown,4,-11.005904,-47.109375,2,Brasil
7059623,Shelters & RV,Performance & Non-auto,Won,2,4,4,139000,1,2,3,Known,5,-11.005904,-47.109375,2,Brasil
7061822,Interior Accessories,Car Accessories,Loss,2,26,26,65789,3,2,0,Unknown,4,-23.079732,-48.867188,2,Brasil
7061830,Interior Accessories,Car Accessories,Loss,7,41,41,78947,1,4,0,Unknown,4,-7.536764,-57.304687,2,Brasil
7061922,Garage & Car Care,Car Accessories,Won,2,20,20,30232,1,2,0,Unknown,3,-11.005904,-47.109375,2,Brasil
7064945,Exterior Accessories,Car Accessories,Loss,3,38,38,92105,1,1,0,Known,4,-11.005904,-47.109375,2,Brasil
7064952,Shelters & RV,Performance & Non-auto,Loss,2,9,9,65789,1,1,0,Unknown,4,-7.536764,-57.304687,2,Brasil
7069732,Garage & Car Care,Car Accessories,Won,5,2,2,24096,1,1,0,Unknown,2,-23.079732,-48.867188,2,Brasil
7069868,Performance Parts,Performance & Non-auto,Loss,5,14,14,65789,1,1,0,Unknown,4,-11.005904,-47.109375,2,Brasil
7070029,Shelters & RV,Performance & Non-auto,Loss,2,3,3,83000,1,2,0,Unknown,4,-11.005904,-47.109375,2,Brasil
7070121,Towing & Hitches,Car Accessories,Loss,3,31,31,40000,1,4,0,Unknown,3,-7.536764,-57.304687,2,Brasil
7074183,Exterior Accessories,Car Accessories,Loss,3,18,18,101000,3,2,0,Known,5,-11.005904,-47.109375,2,Brasil
7077470,Batteries & Accessories,Car Accessories,Loss,2,19,19,50000,2,2,0,Unknown,4,-7.536764,-57.304687,2,Brasil
7077491,Motorcycle Parts,Performance & Non-auto,Loss,2,19,19,30000,4,2,0,Unknown,3,-11.005904,-47.109375,2,Brasil
7077651,Motorcycle Parts,Performance & Non-auto,Loss,3,38,38,7236,1,1,0,Unknown,1,-23.079732,-48.867188,2,Brasil
7077876,Batteries & Accessories,Car Accessories,Loss,3,16,16,200000,4,3,0,Known,5,-23.079732,-48.867188,2,Brasil
7077893,Batteries & Accessories,Car Accessories,Loss,2,3,3,105000,2,1,0,Known,5,-23.079732,-48.867188,2,Brasil
7077912,Replacement Parts,Car Accessories,Won,3,3,3,3045,1,1,0,Unknown,1,-23.079732,-48.867188,2,Brasil
7077932,Exterior Accessories,Car Accessories,Won,4,17,17,5000,1,1,0,Unknown,1,-11.005904,-47.109375,2,Brasil
7080864,Garage & Car Care,Car Accessories,Won,2,3,3,46052,1,5,0,Unknown,3,-11.005904,-47.109375,2,Brasil
7081156,Shelters & RV,Performance & Non-auto,Loss,2,18,18,120481,5,5,0,Unknown,5,-23.079732,-48.867188,2,Brasil
7081354,Replacement Parts,Car Accessories,Loss,3,45,45,100000,2,3,0,Known,5,-11.005904,-47.109375,2,Brasil
7081435,Shelters & RV,Performance & Non-auto,Loss,4,22,22,110000,1,3,0,None,5,-7.536764,-57.304687,2,Brasil
7084091,Motorcycle Parts,Performance & Non-auto,Loss,3,26,26,50000,3,2,0,Unknown,4,-7.536764,-57.304687,2,Brasil
7084253,Shelters & RV,Performance & Non-auto,Loss,4,17,17,290697,5,3,0,Unknown,6,-11.005904,-47.109375,2,Brasil
7084370,Batteries & Accessories,Car Accessories,Loss,2,16,16,120481,5,5,0,Unknown,5,-7.536764,-57.304687,2,Brasil
7084452,Shelters & RV,Performance & Non-auto,Loss,8,44,44,350000,1,1,0,None,6,-11.005904,-47.109375,2,Brasil
7084495,Shelters & RV,Performance & Non-auto,Loss,3,68,68,320000,1,1,3,Unknown,6,-7.536764,-57.304687,2,Brasil
7087755,Garage & Car Care,Car Accessories,Loss,2,15,15,25000,4,2,0,Unknown,3,-11.005904,-47.109375,2,Brasil
7088107,Batteries & Accessories,Car Accessories,Loss,3,14,14,174418,5,2,0,Unknown,5,-11.005904,-47.109375,2,Brasil
7088221,Replacement Parts,Car Accessories,Loss,5,34,34,120000,2,3,0,Unknown,5,-11.005904,-47.109375,2,Brasil
7088286,Batteries & Accessories,Car Accessories,Loss,4,52,52,125000,3,3,0,Known,5,-7.536764,-57.304687,2,Brasil
7088475,Garage & Car Care,Car Accessories,Won,3,1,0,100000,1,5,0,None,5,-23.079732,-48.867188,2,Brasil
7091410,Garage & Car Care,Car Accessories,Loss,3,5,5,22139,2,1,0,Unknown,2,-23.079732,-48.867188,2,Brasil
7091460,Motorcycle Parts,Performance & Non-auto,Loss,4,39,39,131578,2,4,0,Unknown,5,-7.536764,-57.304687,2,Brasil
7091466,Exterior Accessories,Car Accessories,Loss,2,55,55,2631,2,2,0,Unknown,1,-11.005904,-47.109375,2,Brasil
7091507,Exterior Accessories,Car Accessories,Loss,2,32,32,11842,1,1,0,Unknown,2,-23.079732,-48.867188,2,Brasil
7091570,Garage & Car Care,Car Accessories,Loss,4,57,57,25000,1,1,0,Unknown,3,-11.005904,-47.109375,2,Brasil
7091598,Garage & Car Care,Car Accessories,Loss,4,57,57,25000,1,1,0,Unknown,3,-11.005904,-47.109375,2,Brasil
7091688,Motorcycle Parts,Performance & Non-auto,Loss,3,4,4,30000,1,2,0,Unknown,3,-23.079732,-48.867188,2,Brasil
7091699,Motorcycle Parts,Performance & Non-auto,Loss,2,25,25,174418,1,1,0,Unknown,5,-7.536764,-57.304687,2,Brasil
7091885,Batteries & Accessories,Car Accessories,Loss,2,13,13,300000,5,1,0,Unknown,6,-7.536764,-57.304687,2,Brasil
7091889,Batteries & Accessories,Car Accessories,Loss,3,52,7,1000,1,1,0,Unknown,1,-23.079732,-48.867188,2,Brasil
7091932,Batteries & Accessories,Car Accessories,Loss,2,27,27,120481,5,5,0,Unknown,5,-23.079732,-48.867188,2,Brasil
7092227,Towing & Hitches,Car Accessories,Loss,2,4,4,1,1,5,0,None,1,-11.005904,-47.109375,2,Brasil
7092241,Towing & Hitches,Car Accessories,Loss,2,3,3,65789,2,1,0,Unknown,4,-23.079732,-48.867188,2,Brasil
7092661,Batteries & Accessories,Car Accessories,Loss,3,64,64,697674,5,1,0,Unknown,7,-23.079732,-48.867188,2,Brasil
7095124,Batteries & Accessories,Car Accessories,Won,2,8,8,11517,4,3,3,Unknown,2,-11.005904,-47.109375,2,Brasil
7095149,Exterior Accessories,Car Accessories,Loss,3,41,41,526315,1,5,0,Unknown,7,-23.079732,-48.867188,2,Brasil
7095408,Garage & Car Care,Car Accessories,Loss,2,14,14,50000,3,3,0,Unknown,4,-11.005904,-47.109375,2,Brasil
7098882,Motorcycle Parts,Performance & Non-auto,Loss,2,11,11,9638,2,1,0,None,1,-7.536764,-57.304687,2,Brasil
7099479,Batteries & Accessories,Car Accessories,Loss,5,44,44,200000,3,2,0,Known,5,-11.005904,-47.109375,2,Brasil
7101959,Interior Accessories,Car Accessories,Loss,3,6,6,60240,1,1,0,Unknown,4,-7.536764,-57.304687,2,Brasil
7101979,Batteries & Accessories,Car Accessories,Loss,3,21,21,546511,1,2,0,Unknown,7,-7.536764,-57.304687,2,Brasil
7101985,Motorcycle Parts,Performance & Non-auto,Loss,2,18,18,20000,4,3,0,Unknown,2,-23.079732,-48.867188,2,Brasil
7102202,Garage & Car Care,Car Accessories,Loss,2,11,11,30279,5,4,0,Unknown,3,-7.536764,-57.304687,2,Brasil
7102248,Batteries & Accessories,Car Accessories,Loss,2,46,46,500500,5,1,0,Unknown,7,-11.005904,-47.109375,2,Brasil
7102294,Towing & Hitches,Car Accessories,Loss,4,7,7,1,1,5,0,None,1,-7.536764,-57.304687,2,Brasil
7102302,Towing & Hitches,Car Accessories,Loss,4,34,34,40000,1,5,0,Known,3,-11.005904,-47.109375,2,Brasil
7102454,Batteries & Accessories,Car Accessories,Won,6,16,15,85396,1,1,4,Unknown,4,-23.079732,-48.867188,2,Brasil
7102609,Motorcycle Parts,Performance & Non-auto,Loss,3,7,7,40000,1,1,0,Known,3,-23.079732,-48.867188,2,Brasil
7102712,Shelters & RV,Performance & Non-auto,Loss,2,0,0,200000,5,5,4,Known,5,-7.536764,-57.304687,2,Brasil
7105513,Motorcycle Parts,Performance & Non-auto,Loss,2,13,13,30000,1,1,0,Unknown,3,-11.005904,-47.109375,2,Brasil
7105808,Motorcycle Parts,Performance & Non-auto,Loss,5,32,32,30000,1,1,0,Unknown,3,-11.005904,-47.109375,2,Brasil
7105840,Motorcycle Parts,Performance & Non-auto,Won,3,8,6,7894,1,1,1,Unknown,1,-11.005904,-47.109375,2,Brasil
7106260,Exterior Accessories,Car Accessories,Won,5,7,5,66976,1,1,0,None,4,-11.005904,-47.109375,2,Brasil
7106441,Motorcycle Parts,Performance & Non-auto,Loss,2,64,64,50000,5,2,0,Unknown,4,-11.005904,-47.109375,2,Brasil
7109609,Exterior Accessories,Car Accessories,Won,3,5,5,0,1,1,4,Unknown,1,-11.005904,-47.109375,2,Brasil
7109629,Exterior Accessories,Car Accessories,Won,3,7,7,80000,1,1,4,Unknown,4,-11.005904,-47.109375,2,Brasil
7109746,Replacement Parts,Car Accessories,Loss,2,36,36,23255,1,1,0,Unknown,2,-11.005904,-47.109375,2,Brasil
7109760,Garage & Car Care,Car Accessories,Won,2,16,16,21032,1,1,0,Unknown,2,-23.079732,-48.867188,2,Brasil
7109919,Shelters & RV,Performance & Non-auto,Loss,2,31,31,58139,1,1,0,Unknown,4,-23.079732,-48.867188,2,Brasil
7110114,Motorcycle Parts,Performance & Non-auto,Loss,3,15,15,34883,1,1,0,Unknown,3,-7.536764,-57.304687,2,Brasil
7110156,Replacement Parts,Car Accessories,Won,3,11,5,67000,5,5,4,Unknown,4,-23.079732,-48.867188,2,Brasil
7110179,Replacement Parts,Car Accessories,Won,3,15,15,68000,5,5,4,Unknown,4,-7.536764,-57.304687,2,Brasil
7110273,Batteries & Accessories,Car Accessories,Loss,2,17,17,116279,5,1,0,Unknown,5,-7.536764,-57.304687,2,Brasil
